group_id,name,abbreviation,is_supplemental,published_on,year,logo_url
24102,Mirage's Mew Constructed Starter Deck,,0,2005-06-30,2005,
24100,Master Kit (Bulbasaur),,0,2005-07-15,2005,
24159,Master Kit (Side Deck),,0,2005-07-15,2005,
24158,Master Kit (Torchic),,0,2005-07-15,2005,
24148,Movie Commemoration VS Pack: Aura's Lucario,,0,2005-07-16,2005,
24086,Holon Research Tower Fire Quarter Deck,,0,2005-09-30,2005,
24087,Holon Research Tower Lightning Quarter Deck,,0,2005-09-30,2005,
24088,Holon Research Tower Water Quarter Deck,,0,2005-09-30,2005,
24085,Holon Research Tower,,0,2005-10-28,2005,
24095,Gift Box Mew - Lucario (Crawdaunt Quarter Deck),,0,2005-11-16,2005,
24094,Gift Box Mew - Lucario (Lucario Quarter Deck),,0,2005-11-16,2005,
24093,Gift Box Mew - Lucario (Mew Quarter Deck),,0,2005-11-16,2005,
24096,Gift Box Mew - Lucario (Mightyena Quarter Deck),,0,2005-11-16,2005,
24098,Gift Box Mew - Lucario (Pokemon Star),,0,2005-11-16,2005,
24521,Trainer Prize Cards,,0,2006-01-06,2006,
24084,Holon Phantom,,0,2006-01-27,2006,
24082,Earth's Groudon ex Constructed Starter Deck,,0,2006-03-03,2006,
24083,Ocean's Kyogre ex Constructed Starter Deck,,0,2006-03-03,2006,
24099,Miracle Crystal,,0,2006-03-10,2006,
24091,Imprison! Gardevoir ex Constructed Standard Deck,,0,2006-06-29,2006,
24090,Offense and Defense of the Furthest Ends,,0,2006-06-29,2006,
24092,Shockwave! Tyranitar ex Constructed Standard Deck,,0,2006-06-29,2006,
24147,Movie Commemoration VS Pack: Sea's Manaphy,,0,2006-07-15,2006,
24040,Entry Pack,DP1,0,2006-10-27,2006,
23973,DP1: Space-Time Creation,DP1,0,2006-11-30,2006,
24137,DP-P Promotional cards,,0,2006-12-01,2006,
24047,Bastiodon the Defender Half Deck,DP2,0,2007-03-02,2007,
23974,DP2: Secret of the Lakes,DP2,0,2007-03-02,2007,
24048,Rampardos the Attacker Constructed Half Deck,DP2,0,2007-03-02,2007,
24152,PPP Promotional cards,,0,2007-05-01,2007,
24050,Dialga LV.X Constructed Standard Deck,DP3,0,2007-07-05,2007,
23975,DP3: Shining Darkness,DP3,0,2007-07-05,2007,
24051,Palkia LV.X Constructed Standard Deck,DP3,0,2007-07-05,2007,
24053,World Champions Pack,,0,2007-07-05,2007,
24146,10th Movie Commemoration Set,,0,2007-08-03,2007,
23976,DP4: Dawn Dash,DP4,0,2007-10-26,2007,
23977,DP4: Moonlit Pursuit,DP4,0,2007-10-26,2007,
24052,Magmortar vs Electivire Deck Kit,DP4,0,2007-10-26,2007,
24041,Entry Pack '08,DP,0,2007-11-30,2007,
23979,DP5: Cry from the Mysterious,DP5,0,2008-03-14,2008,
23978,DP5: Temple of Anger,DP5,0,2008-03-14,2008,
24039,Heatran vs Regigigas Deck Kit,DP5,0,2008-03-14,2008,
24045,Giratina vs Dialga Deck Kit (Dialga),,0,2008-07-10,2008,
24046,Giratina vs Dialga Deck Kit (Giratina),,0,2008-07-10,2008,
24027,Intense Fight in the Destroyed Sky,,0,2008-07-10,2008,
24145,11th Movie Commemoration Set,,0,2008-08-01,2008,
24136,DPt-P Promotional cards,,0,2008-10-01,2008,
24042,Entry Pack DPt (Dialga),,0,2008-10-10,2008,
24043,Entry Pack DPt (Giratina),,0,2008-10-10,2008,
24044,Entry Pack DPt (Palkia),,0,2008-10-10,2008,
23998,Pt1: Galactic's Conquest,Pt1,0,2008-10-10,2008,
24035,DPt Gift Box (Chimchar),DPt,0,2008-11-20,2008,
24036,DPt Gift Box (Pikachu),DPt,0,2008-11-20,2008,
24037,DPt Gift Box (Piplup),DPt,0,2008-11-20,2008,
24038,DPt Gift Box (Turtwig),DPt,0,2008-11-20,2008,
24033,Garchomp vs Charizard SP Deck Kit (Charizard),Pt,0,2008-12-26,2008,
24032,Garchomp vs Charizard SP Deck Kit (Garchomp),Pt,0,2008-12-26,2008,
24031,Infernape vs Gallade SP Deck Kit (Gallade),Pt,0,2008-12-26,2008,
24030,Infernape vs Gallade SP Deck Kit (Infernape),Pt,0,2008-12-26,2008,
23999,Pt2: Bonds to the End of Time,Pt2,0,2008-12-26,2008,
24000,Pt3: Beat of the Frontier,Pt3,0,2009-03-06,2009,
24004,PtM: Mewtwo LV.X Collection Pack,PtM,0,2009-04-18,2009,
24005,PtR: Regigigas LV.X Collection Pack,PtR,0,2009-04-18,2009,
24006,PtS: Shaymin LV.X Collection Pack,PtS,0,2009-04-18,2009,
24054,Arceus LV.X Deck: Grass & Fire,Pt,0,2009-07-08,2009,
24055,Arceus LV.X Deck: Lightning & Psychic,Pt,0,2009-07-08,2009,
24002,Pt: Arceus LV.X Deck: Grass & Fire,Pt,0,2009-07-08,2009,
24003,Pt: Arceus LV.X Deck: Lightning & Psychic,Pt,0,2009-07-08,2009,
24001,Pt4: Advent of Arceus,Pt4,0,2009-07-08,2009,
24151,Melee! Pokemon Scramble,,0,2009-07-10,2009,
24144,Movie Commemoration Random Pack,,0,2009-07-18,2009,
24023,L-P: Legends Promos,L-P,0,2009-09-01,2009,
24025,L1: HeartGold Collection,L1: HG,0,2009-10-09,2009,
24026,L1: SoulSilver Collection,L1: SS,0,2009-10-09,2009,
24056,Battle Starter Deck (Blastoise),B,0,2009-11-20,2009,
24057,Battle Starter Deck (Magmortar),B,0,2009-11-20,2009,
24058,Battle Starter Deck (Raichu),B,0,2009-11-20,2009,
24059,Battle Starter Deck (Torterra),B,0,2009-11-20,2009,
24028,Leafeon vs Metagross Expert Deck (Leafeon),E,0,2009-11-20,2009,
24029,Leafeon vs Metagross Expert Deck (Metagross),E,0,2009-11-20,2009,
24021,L2: Revival Legends,L2,0,2010-02-11,2010,
24080,L2: Steelix Constructed Standard Deck,L2,0,2010-02-11,2010,
24081,L2: Tyranitar Constructed Standard Deck,L2,0,2010-02-11,2010,
24022,LL: Lost Link,LL,0,2010-04-16,2010,
24024,L3: Clash at the Summit,L3,0,2010-07-08,2010,
23933,CS1: Journey Partners Collection Sheet,CS1,0,2010-09-18,2010,
24342,BW-P Promotional cards,BW-P,0,2010-12-01,2010,
23893,BW1: Black Collection,BW1,0,2010-12-17,2010,
23894,BW1: White Collection,BW1,0,2010-12-17,2010,
23952,BK: Cobalion Battle Strength Deck,BK,0,2011-03-18,2011,
23951,BK: Terrakion Battle Strength Deck,BK,0,2011-03-18,2011,
23950,BK: Virizion Battle Strength Deck,BK,0,2011-03-18,2011,
23934,Battle Theme Deck: Victini,BTV,0,2011-06-17,2011,
23895,BW2: Red Collection,BW2,0,2011-07-15,2011,
23897,BW3: Hail Blizzard,BW3,0,2011-09-16,2011,
23896,BW3: Psycho Drive,BW3,0,2011-09-16,2011,
23935,BKR: Reshiram-EX Battle Strength Deck,BKR,0,2011-10-21,2011,
23936,BKZ: Zekrom-EX Battle Strength Deck,BKZ,0,2011-10-21,2011,
23944,Battle Gift Set: Thundurus vs Tornadus,BGS,0,2011-11-18,2011,
23898,BW4: Dark Rush,BW4,0,2011-12-16,2011,
23910,Dragon Selection,DS,0,2012-01-27,2012,
23900,BW5: Dragon Blade,BW5,0,2012-03-16,2012,
23899,BW5: Dragon Blast,BW5,0,2012-03-16,2012,
23942,Garchomp Half Deck,GBR,0,2012-03-16,2012,
23943,Hydreigon Half Deck,SZD,0,2012-03-16,2012,
23941,Keldeo Battle Strength Deck,KLD,0,2012-04-20,2012,
23902,BW6: Cold Flare,BW6,0,2012-07-13,2012,
23901,BW6: Freeze Bolt,BW6,0,2012-07-13,2012,
23903,BW7: Plasma Gale,BW7,0,2012-09-14,2012,
23940,Master Deck Build Box EX,MDB,0,2012-09-14,2012,
23945,Team Plasma's Powered Half Deck,PPD,0,2012-09-14,2012,
23946,BKB: Black Kyurem-EX Battle Strength Deck,BKB,0,2012-10-19,2012,
23947,BKW: White Kyurem-EX Battle Strength Deck,BKW,0,2012-10-19,2012,
23939,Everyone's Exciting Battle,WAK,0,2012-11-16,2012,
23949,Team Plasma Battle Gift Set,PBG,0,2012-11-16,2012,
23904,BW8: Spiral Force,BW8,0,2012-12-14,2012,
23905,BW8: Thunder Knuckle,BW8,0,2012-12-14,2012,
23911,Shiny Collection,SC,0,2013-02-01,2013,
23938,Blastoise + Kyurem-EX Combo Deck,K+K,0,2013-03-15,2013,
23906,BW9: Megalo Cannon,BW9,0,2013-03-15,2013,
23912,EX Battle Boost,EBB,0,2013-07-13,2013,
23955,Mewtwo vs Genesect Deck Kit (Genesect),MG,0,2013-07-13,2013,
23937,Mewtwo vs Genesect Deck Kit (Mewtwo),MG,0,2013-07-13,2013,
23908,XY-P: XY Promos,XY-P,0,2013-08-01,2013,
23983,XY Beginning Set,HXY,0,2013-11-08,2013,
23914,XY-Bx: Collection X,XY-Bx,0,2013-12-13,2013,
23915,XY-By: Collection Y,XY-By,0,2013-12-13,2013,
23980,Xerneas Half Deck,X30,0,2014-01-31,2014,
23971,Yveltal Half Deck,Y30,0,2014-01-31,2014,
23918,XY2: Wild Blaze,XY2,0,2014-03-15,2014,
23958,XYA: M Charizard-EX Mega Battle Deck,XYA,0,2014-03-15,2014,
23919,XY3: Rising Fist,XY3,0,2014-06-14,2014,
23920,XY4: Phantom Gate,XY4,0,2014-09-13,2014,
23959,XYB: Dialga-EX + Aegislash-EX Hyper Metal Chain Deck,XYB,0,2014-09-13,2014,
23960,XYC: Super Legend Set: Xerneas-EX & Yveltal-EX,XYC,0,2014-11-14,2014,
23921,XY5-Bg: Gaia Volcano,XY5-Bg,0,2014-12-13,2014,
23922,XY5-Bt: Tidal Storm,XY5-Bt,0,2014-12-13,2014,
23964,CP1: Magma Gang vs Aqua Gang: Double Crisis,CP1,0,2015-01-30,2015,
23923,XY6: Emerald Break,XY6,0,2015-03-14,2015,
23961,XYD: M Rayquaza-EX Mega Battle Deck,XYD,0,2015-03-14,2015,
23924,XY7: Bandit Ring,XY7,0,2015-06-20,2015,
23966,CP2: Legendary Shine Collection,CP2,0,2015-07-18,2015,
23962,XYE: Emboar-EX vs Togekiss-EX Deck Kit,XYE,0,2015-07-18,2015,
23985,M Master Deck Build Box Power Style,MMB,0,2015-08-07,2015,
23986,M Master Deck Build Box Speed Style,MMB,0,2015-08-07,2015,
23987,SNP: Noivern BREAK Evolution Pack,SNP,0,2015-09-26,2015,
23988,SNP: Raichu BREAK Evolution Pack,SNP,0,2015-09-26,2015,
23925,XY8-Bb: Blue Shock,XY8-Bb,0,2015-09-26,2015,
23926,XY8-Br: Red Flash,XY8-Br,0,2015-09-26,2015,
23965,XYF: Golduck BREAK + Palkia-EX Combo Deck,XYF,0,2015-10-09,2015,
23927,XY9: Rage of the Broken Heavens,XY9,0,2015-12-11,2015,
23970,CP3: PokeKyun Collection,CP3,0,2016-01-29,2016,
23963,BREAK Starter Pack,20th,0,2016-02-27,2016,
23913,XY10: Awakening Psychic King,XY10,0,2016-03-18,2016,
23968,XYG: Zygarde-EX Perfect Battle Deck,XYG,0,2016-03-18,2016,
23969,XYH: M Audino-EX Mega Battle Deck,XYH,0,2016-03-18,2016,
23972,CP4: Premium Champion Pack,CP4,0,2016-04-16,2016,
23916,XY11-Bb: Fever-Burst Fighter,XY11-Bb,0,2016-06-17,2016,
23917,XY11-Br: Cruel Traitor,XY11-Br,0,2016-06-17,2016,
23981,CP5: Mythical & Legendary Dream Shine Collection,CP5,0,2016-07-16,2016,
23982,CP6: Expansion Pack 20th Anniversary,CP6,0,2016-09-16,2016,
23881,SM-P: Sun & Moon Promos,SM-P,0,2016-11-01,2016,
23674,SM0: Pikachu's New Friends,SM0,0,2016-11-18,2016,
23676,SM1M: Collection Moon,SM1M,0,2016-12-09,2016,
23675,SM1S: Collection Sun,SM1S,0,2016-12-09,2016,
23879,smA: Sun & Moon Starter Set,smA,0,2016-12-09,2016,
23878,smB: Premium Trainer Box,smB,0,2016-12-09,2016,
24785,Sun & Moon Unnumbered Energies,,1,2016-12-09,2016,
23877,smP1: Rockruff Full Power Deck,smP1,0,2016-12-15,2016,
23880,sm1+: Enhanced Expansion Pack Sun & Moon,sm1+,0,2017-01-27,2017,
23692,SM1+: Sun & Moon,SM1+,0,2017-01-27,2017,
23677,SM2K: Islands Await You,SM2K,0,2017-03-17,2017,
23678,SM2L: Alolan Moonlight,SM2L,0,2017-03-17,2017,
23882,smC: Tapu Bulu-GX Enhanced Starter Set,smC,0,2017-03-17,2017,
23887,SM: The Best of XY,XY,0,2017-04-21,2017,
23693,SM2+: Facing a New Trial,SM2+,0,2017-04-21,2017,
23883,smD: Ash vs Team Rocket Deck Kit,smD,0,2017-04-21,2017,
23679,SM3H: To Have Seen the Battle Rainbow,SM3H,0,2017-06-16,2017,
23680,SM3N: Darkness that Consumes Light,SM3N,0,2017-06-16,2017,
23694,SM3+: Shining Legends,SM3+,0,2017-07-15,2017,
23682,SM4A: Ultradimensional Beasts,SM4A,0,2017-09-15,2017,
23681,SM4S: Awakened Heroes,SM4S,0,2017-09-15,2017,
23707,SM4+: GX Battle Boost,SM4+,0,2017-10-20,2017,
23884,smE: Solgaleo-GX & Lunala-GX Legendary Starter Set,smE,0,2017-11-10,2017,
23684,SM5M: Ultra Moon,SM5M,0,2017-12-08,2017,
23683,SM5S: Ultra Sun,SM5S,0,2017-12-08,2017,
23885,smF: Ultra Sun & Ultra Moon Premium Trainer Box,smF,0,2017-12-08,2017,
23695,SM5+: Ultra Force,SM5+,0,2018-01-19,2018,
23886,smG: Ultra Sun & Ultra Moon Deck Build Boxes,smG,0,2018-02-16,2018,
23685,SM6: Forbidden Light,SM6,0,2018-03-02,2018,
23696,SM6a: Dragon Storm,SM6a,0,2018-04-06,2018,
23697,SM6b: Champion Road,SM6b,0,2018-05-30,2018,
23686,SM7: Sky-Splitting Charisma,SM7,0,2018-06-01,2018,
23698,SM7a: Thunderclap Spark,SM7a,0,2018-07-06,2018,
23888,smH: GX Starter Decks,smH,0,2018-07-13,2018,
23699,SM7b: Fairy Rise,SM7b,0,2018-08-03,2018,
23687,SM8: Super-Burst Impact,SM8,0,2018-09-07,2018,
23700,SM8a: Dark Order,SM8a,0,2018-10-05,2018,
23708,SM8b: GX Ultra Shiny,SM8b,0,2018-11-02,2018,
23875,"smI: Flareon-GX, Vaporeon-GX & Jolteon-GX Starter Sets",smI,0,2018-11-23,2018,
23688,SM9: Tag Bolt,SM9,0,2018-12-07,2018,
23873,smJ: Tag Team GX Premium Trainer Box,smJ,0,2018-12-07,2018,
23701,SM9a: Night Unison,SM9a,0,2019-01-11,2019,
23872,smK: Trainer Battle Decks,smK,0,2019-01-25,2019,
23702,SM9b: Full Metal Wall,SM9b,0,2019-02-01,2019,
23689,SM10: Double Blaze,SM10,0,2019-03-01,2019,
23871,smN: Tag Team GX Deck Build Box,smN,0,2019-03-01,2019,
23870,smL: Sun & Moon Family Pokemon Card Game,smL,0,2019-03-15,2019,
23703,SM10a: GG End,SM10a,0,2019-04-05,2019,
23704,SM10b: Sky Legend,SM10b,0,2019-04-26,2019,
23869,smP2: Great Detective Pikachu,smP2,0,2019-04-26,2019,
23690,SM11: Miracle Twin,SM11,0,2019-05-31,2019,
23868,smM: Tag Team GX Starter Sets,smM,0,2019-05-31,2019,
23705,SM11a: Remix Bout,SM11a,0,2019-07-05,2019,
23706,SM11b: Dream League,SM11b,0,2019-08-02,2019,
23691,SM12: Alter Genesis,SM12,0,2019-09-06,2019,
24514,BW: Extra Regulation Box,BW,0,2019-10-04,2019,
23709,SM12a: TAG TEAM GX: Tag All Stars,SM12a,0,2019-10-04,2019,
23876,S-P: Sword & Shield Promos,S-P,0,2019-11-01,2019,
23857,sA: Fighting Starter Set V,sA,0,2019-11-29,2019,
23858,sA: Fire Starter Set V,sA,0,2019-11-29,2019,
23860,sA: Grass Starter Set V,sA,0,2019-11-29,2019,
23861,sA: Lightning Starter Set V,sA,0,2019-11-29,2019,
23862,sA: Water Starter Set V,sA,0,2019-11-29,2019,
23617,S1H: Shield,S1H,0,2019-12-06,2019,
23616,S1W: Sword,S1W,0,2019-12-06,2019,
23863,sB: Sword & Shield Premium Trainer Box,sB,0,2019-12-06,2019,
23856,sp1: Zacian + Zamazenta Box,sp1,0,2019-12-27,2019,
23633,S1a: VMAX Rising,S1a,0,2020-02-07,2020,
23618,S2: Rebellion Crash,S2,0,2020-03-06,2020,
23854,sC: Charizard Starter Set VMAX,sC,0,2020-03-27,2020,
23855,sC: Grimmsnarl Starter Set VMAX,sC,0,2020-03-27,2020,
23634,S2a: Explosive Walker,S2a,0,2020-04-24,2020,
23619,S3: Infinity Zone,S3,0,2020-06-05,2020,
23635,S3a: Legendary Heartbeat,S3a,0,2020-07-10,2020,
23853,sD: V Starter Decks,sD,0,2020-07-10,2020,
23620,S4: Amazing Volt Tackle,S4,0,2020-09-18,2020,
23852,sp2: VMAX Special Set,sp2,0,2020-10-23,2020,
23643,S4a: Shiny Star V,S4a,0,2020-11-20,2020,
23843,sC2: Charizard Starter Set VMAX 2,sC2,0,2020-12-04,2020,
23844,sEF: Venusaur Starter Set VMAX,sEF,0,2020-12-04,2020,
23842,sEK: Blastoise Starter Set VMAX,sEK,0,2020-12-04,2020,
23621,S5I: Single Strike Master,S5I,0,2021-01-22,2021,
23622,S5R: Rapid Strike Master,S5R,0,2021-01-22,2021,
23864,sF: Single Strike & Rapid Strike Premium Trainer Boxes,sF,0,2021-01-22,2021,
23636,S5a: Peerless Fighters,S5a,0,2021-03-19,2021,
23623,S6H: Silver Lance,S6H,0,2021-04-23,2021,
23624,S6K: Jet-Black Spirit,S6K,0,2021-04-23,2021,
23829,SS: Silver Lance & Jet-Black Spirit Jumbo Pack Set,sp3,0,2021-04-23,2021,
23637,S6a: Eevee Heroes,S6a,0,2021-05-28,2021,
23841,sp4: Eevee Heroes VMAX Special Set,sp4,0,2021-05-28,2021,
23826,SS: Gengar VMAX High-Class Deck,sGG,0,2021-07-07,2021,
23827,SS: Inteleon VMAX High-Class Deck,sGI,0,2021-07-07,2021,
23625,S7D: Skyscraping Perfection,S7D,0,2021-07-09,2021,
23626,S7R: Blue Sky Stream,S7R,0,2021-07-09,2021,
23865,sH: Sword & Shield Family Pokemon Card Game,sH,0,2021-07-09,2021,
23840,sp5: V-UNION Special Card Sets,sp5,0,2021-08-20,2021,
23627,S8: Fusion Arts,S8,0,2021-09-24,2021,
23638,S8a: 25th Anniversary Collection,S8a,0,2021-10-22,2021,
23847,s8a-P: Promo Card Pack 25th Anniversary Edition,s8a-P,0,2021-10-22,2021,
23839,sJ: Zacian & Zamazenta vs Eternatus Special Deck Set,sJ,0,2021-11-05,2021,
23838,s8a-G: 25th Anniversary Golden Box,s8a-G,0,2021-12-01,2021,
23644,S8b: VMAX Climax,S8b,0,2021-12-03,2021,
23859,SI: Start Deck 100,SI,0,2021-12-17,2021,
23628,S9: Star Birth,S9,0,2022-01-14,2022,
23837,sK: VSTAR Premium Trainer Box,sK,0,2022-01-14,2022,
23639,S9a: Battle Region,S9a,0,2022-02-25,2022,
23866,sLD: Darkrai Starter Set VSTAR,sLD,0,2022-02-25,2022,
23836,sLL: Lucario Starter Set VSTAR,sLL,0,2022-02-25,2022,
23835,sN: Start Deck 100 CoroCoro Comic Version,sN,0,2022-03-01,2022,
23629,S10D: Time Gazer,S10D,0,2022-04-08,2022,
23630,S10P: Space Juggler,S10P,0,2022-04-08,2022,
23640,S10a: Dark Phantasma,S10a,0,2022-05-13,2022,
23641,S10b: Pokemon GO,S10b,0,2022-06-17,2022,
23631,S11: Lost Abyss,S11,0,2022-07-15,2022,
23832,sPD: Deoxys VSTAR & VMAX High-Class Deck,sPD,0,2022-07-15,2022,
23833,sPZ: Zeraora VSTAR & VMAX High-Class Deck,sPZ,0,2022-07-15,2022,
23831,sp6: VSTAR Special Set,sp6,0,2022-08-05,2022,
23642,S11a: Incandescent Arcana,S11a,0,2022-09-02,2022,
23632,S12: Paradigm Trigger,S12,0,2022-10-21,2022,
23830,s0: Charizard VSTAR vs Rayquaza VMAX Special Deck Set,s0,0,2022-11-04,2022,
23645,S12a: VSTAR Universe,S12a,0,2022-12-02,2022,
23809,SV: ex Starter Set Fuecoco & Ampharos ex,svAW,0,2023-01-20,2023,
23808,SV: ex Starter Set Quaxly & Mimikyu ex,svAM,0,2023-01-20,2023,
23807,SV: ex Starter Set Sprigatito & Lucario ex,svAM,0,2023-01-20,2023,
23806,SV: Premium Trainer Box ex,svB,0,2023-01-20,2023,
23605,SV1S: Scarlet ex,SV1S,0,2023-01-20,2023,
23606,SV1V: Violet ex,SV1V,0,2023-01-20,2023,
23817,Pokemon TCG Classic: Blastoise,CLV,0,2023-02-27,2023,
23818,Pokemon TCG Classic: Charizard,CLL,0,2023-02-27,2023,
23819,Pokemon TCG Classic: Venusaur,CLF,0,2023-02-27,2023,
24468,Triple Starter Deck Set VMAX,,0,2023-03-01,2023,
23598,SV1a: Triplet Beat,SV1a,0,2023-03-10,2023,
23805,SV: ex Starter Set Pikachu ex & Pawmot,svC,0,2023-03-24,2023,
23608,SV2D: Clay Burst,SV2D,0,2023-04-14,2023,
23607,SV2P: Snow Hazard,SV2P,0,2023-04-14,2023,
23804,SV: ex Special Set,svP1,0,2023-05-19,2023,
23599,SV2a: Pokemon Card 151,SV2a,0,2023-06-16,2023,
23803,SV: ex Start Decks,svD,0,2023-07-07,2023,
23801,SV: Ruler of the Black Flame Deck Build Box,svF,0,2023-07-28,2023,
23609,SV3: Ruler of the Black Flame,SV3,0,2023-07-28,2023,
23802,WCS23: 2023 World Championships Yokohama Deck: Pikachu,WCS23,0,2023-07-28,2023,
23799,SV: Mewtwo ex Terastal Starter Set,svEM,0,2023-09-22,2023,
23800,SV: Skeledirge ex Terastal Starter Set,svEL,0,2023-09-22,2023,
23600,SV3a: Raging Surf,SV3a,0,2023-09-22,2023,
23610,SV4K: Ancient Roar,SV4K,0,2023-10-27,2023,
23611,SV4M: Future Flash,SV4M,0,2023-10-27,2023,
23812,"SV: Venusaur, Charizard & Blastoise Special Deck Set",svG,0,2023-11-10,2023,
23601,SV4a: Shiny Treasure ex,SV4a,0,2023-12-01,2023,
23810,SV: Ancient Koraidon ex Starter Deck & Build Set,svHK,0,2024-01-26,2024,
23811,SV: Future Miraidon ex Starter Deck & Build Set,svHM,0,2024-01-26,2024,
23612,SV5K: Wild Force,SV5K,0,2024-01-26,2024,
23613,SV5M: Cyber Judge,SV5M,0,2024-01-26,2024,
23797,SV: ex Starter Deck & Build Set,svH,0,2024-02-02,2024,
23822,Battle Academy,svI,0,2024-03-08,2024,
23602,SV5a: Crimson Haze,SV5a,0,2024-03-22,2024,
23614,SV6: Transformation Mask,SV6,0,2024-04-26,2024,
23795,SV: Chien-Pao ex Battle Master Deck,svJP,0,2024-05-17,2024,
23796,SV: Terastal Charizard ex Battle Master Deck,svJL,0,2024-05-17,2024,
23603,SV6a: Night Wanderer,SV6a,0,2024-06-07,2024,
23794,SV: Stellar Miracle Deck Build Box,svK,0,2024-07-19,2024,
