group_id,name,logo_url
24006,,https://archives.bulbagarden.net/media/upload/7/70/Shaymin_LV.X_Collection_Pack.jpg
24021,,https://archives.bulbagarden.net/media/upload/6/64/L2_Logo.png
24080,,https://archives.bulbagarden.net/media/upload/6/64/L2_Logo.png
24081,,https://archives.bulbagarden.net/media/upload/6/64/L2_Logo.png
24024,,https://archives.bulbagarden.net/media/upload/5/59/L3_Logo.png
23933,,https://archives.bulbagarden.net/media/upload/1/17/JourneyPartnersCollectionSheet.jpg
23893,,https://archives.bulbagarden.net/media/upload/2/2e/BW1_Logo.png
23894,,https://archives.bulbagarden.net/media/upload/2/2e/BW1_Logo.png
23952,,https://archives.bulbagarden.net/media/upload/d/df/Cobalion_Battle_Strength_Deck.jpg
23951,,https://archives.bulbagarden.net/media/upload/7/7c/Terrakion_Battle_Strength_Deck.jpg
23950,,https://archives.bulbagarden.net/media/upload/4/47/Virizion_Battle_Strength_Deck.jpg
23895,,https://archives.bulbagarden.net/media/upload/7/74/BW2_Logo.png
23897,,https://archives.bulbagarden.net/media/upload/5/51/BW3_Logo.png
23896,,https://archives.bulbagarden.net/media/upload/5/51/BW3_Logo.png
23898,,https://archives.bulbagarden.net/media/upload/e/e2/BW4_Logo.png
23900,,https://archives.bulbagarden.net/media/upload/d/d1/BW5_Logo.png
23899,,https://archives.bulbagarden.net/media/upload/d/d1/BW5_Logo.png
23942,,https://archives.bulbagarden.net/media/upload/c/ca/GarchompHalfDeck.jpg
23943,,https://archives.bulbagarden.net/media/upload/2/28/HydreigonHalfDeck.jpg
23941,,https://archives.bulbagarden.net/media/upload/0/0a/KeldeoBattleStrengthDeck.jpg
23902,,https://archives.bulbagarden.net/media/upload/7/76/BW6_Logo.png
23901,,https://archives.bulbagarden.net/media/upload/7/76/BW6_Logo.png
23903,,https://archives.bulbagarden.net/media/upload/c/c3/BW7_Logo.png
23940,,https://archives.bulbagarden.net/media/upload/a/a9/MasterDeckBuildBoxEX.jpg
23949,,https://archives.bulbagarden.net/media/upload/6/62/TeamPlasmaBattleGiftSet.jpg
23904,,https://archives.bulbagarden.net/media/upload/b/b7/BW8_Logo.png
23905,,https://archives.bulbagarden.net/media/upload/b/b7/BW8_Logo.png
23906,,https://archives.bulbagarden.net/media/upload/5/56/BW9_Logo.png
23983,,https://archives.bulbagarden.net/media/upload/6/62/XYBeginningSet.png
23980,,https://archives.bulbagarden.net/media/upload/e/e7/XerneasHalfDeck.jpg
23971,,https://archives.bulbagarden.net/media/upload/3/32/YveltalHalfDeck.jpg
23918,,https://archives.bulbagarden.net/media/upload/a/a6/XY2_Logo.png
23958,,https://archives.bulbagarden.net/media/upload/b/bc/M_Charizard-EX_Mega_Battle_Deck.jpg
23919,,https://archives.bulbagarden.net/media/upload/7/7f/XY3_Logo.png
23920,,https://archives.bulbagarden.net/media/upload/0/00/XY4_Logo.png
23964,,https://archives.bulbagarden.net/media/upload/f/f0/CP1_Logo.png
23923,,https://archives.bulbagarden.net/media/upload/6/66/XY6_Logo.png
23961,,https://archives.bulbagarden.net/media/upload/a/a3/M_Rayquaza-EX_Mega_Battle_Deck.jpg
23924,,https://archives.bulbagarden.net/media/upload/9/9a/XY7_Logo.png
23966,,https://archives.bulbagarden.net/media/upload/1/13/CP2_Logo.png
23985,,https://archives.bulbagarden.net/media/upload/3/31/M_Master_Deck_Build_Box_Power_Style.jpg
23986,,https://archives.bulbagarden.net/media/upload/8/87/M_Master_Deck_Build_Box_Speed_Style.jpg
23987,,https://archives.bulbagarden.net/media/upload/8/85/Noivern_BREAK_Evolution_Pack.jpg
23988,,https://archives.bulbagarden.net/media/upload/d/d5/Raichu_BREAK_Evolution_Pack.jpg
23927,,https://archives.bulbagarden.net/media/upload/d/da/XY9_Logo.png
23970,,https://archives.bulbagarden.net/media/upload/3/32/CP3_Logo.png
23963,,https://archives.bulbagarden.net/media/upload/3/3e/BREAK_Starter_Pack.jpg
23913,,https://archives.bulbagarden.net/media/upload/8/8b/XY10_Logo.png
23968,,https://archives.bulbagarden.net/media/upload/6/66/Zygarde-EX_Perfect_Battle_Deck.jpg
23969,,https://archives.bulbagarden.net/media/upload/c/c0/M_Audino-EX_Mega_Battle_Deck.jpg
23972,,https://archives.bulbagarden.net/media/upload/1/16/CP4_Logo.png
23981,,https://archives.bulbagarden.net/media/upload/5/5a/CP5_Logo.png
23982,,https://archives.bulbagarden.net/media/upload/2/27/CP6_Logo.png
23878,,https://archives.bulbagarden.net/media/upload/8/89/Premium_Trainer_Box.jpg
23877,,https://archives.bulbagarden.net/media/upload/7/75/Rockruff_Full_Power_Deck.jpg
23883,,https://archives.bulbagarden.net/media/upload/b/b9/Ash_vs_Team_Rocket_Deck_Kit.jpg
23685,,https://archives.bulbagarden.net/media/upload/2/25/SM6_Logo.png
23696,,https://archives.bulbagarden.net/media/upload/d/db/SM6a_Logo.png
23697,,https://archives.bulbagarden.net/media/upload/f/fa/SM6b_Logo.png
23686,,https://archives.bulbagarden.net/media/upload/9/90/SM7_Logo.png
23698,,https://archives.bulbagarden.net/media/upload/7/70/SM7a_Logo.png
23888,,https://archives.bulbagarden.net/media/upload/d/df/GX_Starter_Decks.jpg
23699,,https://archives.bulbagarden.net/media/upload/6/63/SM7b_Logo.png
23687,,https://archives.bulbagarden.net/media/upload/2/26/SM8_Logo.png
23700,,https://archives.bulbagarden.net/media/upload/4/49/SM8a_Logo.png
23708,,https://archives.bulbagarden.net/media/upload/8/86/SM8b_Logo.png
23688,,https://archives.bulbagarden.net/media/upload/c/c0/SM9_Logo.png
23701,,https://archives.bulbagarden.net/media/upload/3/35/SM9a_Logo.png
23872,,https://archives.bulbagarden.net/media/upload/5/5a/Trainer_Battle_Decks.jpg
23702,,https://archives.bulbagarden.net/media/upload/d/df/SM9b_Logo.png
23689,,https://archives.bulbagarden.net/media/upload/c/c7/SM10_Logo.png
23703,,https://archives.bulbagarden.net/media/upload/4/4b/SM10a_Logo.png
23704,,https://archives.bulbagarden.net/media/upload/5/5d/SM10b_Logo.png
23869,,https://archives.bulbagarden.net/media/upload/2/2f/Great_Detective_Pikachu.png
23690,,https://archives.bulbagarden.net/media/upload/2/26/SM11_Logo.png
23705,,https://archives.bulbagarden.net/media/upload/0/0a/SM11a_Logo.png
23706,,https://archives.bulbagarden.net/media/upload/d/d3/SM11b_Logo.png
23691,,https://archives.bulbagarden.net/media/upload/4/42/SM12_Logo.png
24514,,https://archives.bulbagarden.net/media/upload/5/57/Extra_Regulation_Box.jpg
23709,,https://archives.bulbagarden.net/media/upload/4/44/SM12a_Logo.png
23633,,https://archives.bulbagarden.net/media/upload/2/22/S1a_Logo.png
23618,,https://archives.bulbagarden.net/media/upload/e/e3/S2_Logo.png
23634,,https://archives.bulbagarden.net/media/upload/f/ff/S2a_Logo.png
23619,,https://archives.bulbagarden.net/media/upload/d/d9/S3_Logo.png
23635,,https://archives.bulbagarden.net/media/upload/d/d4/S3a_Logo.png
23853,,https://archives.bulbagarden.net/media/upload/6/65/V_Starter_Decks.jpg
23620,,https://archives.bulbagarden.net/media/upload/2/23/S4_Logo.png
23852,,https://archives.bulbagarden.net/media/upload/1/14/VMAX_Special_Set.jpg
23643,,https://archives.bulbagarden.net/media/upload/1/10/S4a_Logo.png
23636,,https://archives.bulbagarden.net/media/upload/5/50/S5a_Peerless_Fighters_Logo.png
23637,,https://archives.bulbagarden.net/media/upload/1/1f/S6a_Eevee_Heroes_Logo.png
23841,,https://archives.bulbagarden.net/media/upload/f/fd/Eevee_Heroes_VMAX_Special_Set.jpg
23840,,https://archives.bulbagarden.net/media/upload/a/aa/V-UNION_Special_Card_Sets.jpg
23627,,https://archives.bulbagarden.net/media/upload/d/da/S8_Logo.png
23638,,https://archives.bulbagarden.net/media/upload/a/a3/S8a_25th_Anniversary_Collection_Logo.png
23838,,https://archives.bulbagarden.net/media/upload/c/cd/25th_Anniversary_Golden_Box.jpg
23644,,https://archives.bulbagarden.net/media/upload/4/4d/S8b_VMAX_Climax_Logo.png
23859,,https://archives.bulbagarden.net/media/upload/8/85/Start_Deck_100.jpg
23628,,https://archives.bulbagarden.net/media/upload/c/cd/S9_Logo.png
23837,,https://archives.bulbagarden.net/media/upload/8/83/VSTAR_Premium_Trainer_Box.jpg
23639,,https://archives.bulbagarden.net/media/upload/c/cb/S9a_Battle_Region_Logo.png
23835,,https://archives.bulbagarden.net/media/upload/a/a5/Start_Deck_100_CoroCoro_Comic_Version.jpg
23640,,https://archives.bulbagarden.net/media/upload/f/f7/S10a_Dark_Phantasma_Logo.png
23631,,https://archives.bulbagarden.net/media/upload/b/bf/S11_Logo.png
23831,,https://archives.bulbagarden.net/media/upload/0/0c/VSTAR_Special_Set.jpg
23642,,https://archives.bulbagarden.net/media/upload/6/60/S11a_Incandescent_Arcana_Logo.png
23632,,https://archives.bulbagarden.net/media/upload/a/a3/S12_Logo.png
23830,,https://archives.bulbagarden.net/media/upload/4/4a/Charizard_VSTAR_vs_Rayquaza_VMAX_Special_Deck_Set.jpg
23645,,https://archives.bulbagarden.net/media/upload/4/42/S12a_VSTAR_Universe_Logo.png
23605,,https://archives.bulbagarden.net/media/upload/f/fb/SV1S_Logo_JP.png
23606,,https://archives.bulbagarden.net/media/upload/a/a6/SV1V_Logo_JP.png
23598,,https://archives.bulbagarden.net/media/upload/7/70/SV1a_Triplet_Beat_Logo.png
23609,,https://archives.bulbagarden.net/media/upload/a/aa/SV3_Logo_JP.png
23600,,https://archives.bulbagarden.net/media/upload/8/8f/SV3a_Raging_Surf_Logo.png
23601,,https://archives.bulbagarden.net/media/upload/f/fa/SV4a_Shiny_Treasure_ex_Logo.png
23602,,https://archives.bulbagarden.net/media/upload/9/96/SV5a_Crimson_Haze_Logo.png
23614,,https://archives.bulbagarden.net/media/upload/e/ed/SV6_Logo_JP.png
23603,,https://archives.bulbagarden.net/media/upload/5/5e/SV6a_Night_Wanderer_Logo.png
23615,,https://archives.bulbagarden.net/media/upload/6/69/SV7_Logo_JP.png
23604,,https://archives.bulbagarden.net/media/upload/1/1c/SV7a_Paradise_Dragona_Logo.png
23777,,https://archives.bulbagarden.net/media/upload/f/f3/SV8_Logo_JP.png
23909,,https://archives.bulbagarden.net/media/upload/9/9c/SV8a_Terastal_Fest_ex_Logo.png
24173,,https://archives.bulbagarden.net/media/upload/b/b4/SV9_Logo_JP.png
24174,,https://archives.bulbagarden.net/media/upload/0/0c/Battle_Partners_Deck_Build_Box.jpg
24310,,https://archives.bulbagarden.net/media/upload/9/97/SV10_Logo_JP.png
24349,,https://archives.bulbagarden.net/media/upload/0/04/SV11B_Logo_JP.png
24350,,https://archives.bulbagarden.net/media/upload/5/51/SV11W_Logo_JP.png
24399,,https://archives.bulbagarden.net/media/upload/7/79/M1L_Logo_JP.png
24400,,https://archives.bulbagarden.net/media/upload/d/d7/M1S_Logo_JP.png
24459,,https://archives.bulbagarden.net/media/upload/c/c7/M2_Logo_JP.png
24499,,https://archives.bulbagarden.net/media/upload/2/28/M2a_Logo_JP.png
24607,,https://archives.bulbagarden.net/media/upload/c/c2/Start_Deck_100_Battle_Collection_CoroCiao_Version.jpg
24567,,https://archives.bulbagarden.net/media/upload/7/7a/Start_Deck_100_Battle_Collection.jpg
24600,,https://archives.bulbagarden.net/media/upload/7/70/M3_Logo_JP.png
24653,,https://archives.bulbagarden.net/media/upload/a/ae/M4_Logo_JP.png
24711,,https://archives.bulbagarden.net/media/upload/7/71/M5_Logo_JP.png
24791,,https://archives.bulbagarden.net/media/upload/1/10/M6_Logo_JP.png
24489,,https://archives.bulbagarden.net/media/upload/c/ce/Limited_Collection_Master_Battle_Set.jpg
23599,,https://archives.bulbagarden.net/media/upload/1/12/SV2a_Pok%C3%A9mon_Card_151_Logo.png
24324,,https://archives.bulbagarden.net/media/upload/f/ff/SVM_Generations_Start_Decks_logo.png
