group_id,name,abbreviation,is_supplemental,published_on,year,logo_url
1957,SM - Burning Shadows,SM03,0,2017-08-04,2017,https://images.pokemontcg.io/sm3/logo.png
2054,Shining Legends,SHL,0,2017-10-06,2017,https://images.pokemontcg.io/sm35/logo.png
2071,SM - Crimson Invasion,SM04,0,2017-11-03,2017,https://images.pokemontcg.io/sm4/logo.png
2148,McDonald's Promos 2017,M17,1,2017-11-07,2017,
2178,SM - Ultra Prism,SM05,0,2018-02-02,2018,https://images.pokemontcg.io/sm5/logo.png
2208,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,SMK2,1,2018-04-06,2018,
2209,SM - Forbidden Light,SM06,0,2018-05-04,2018,https://images.pokemontcg.io/sm6/logo.png
2282,World Championship Decks,WCD,0,2018-07-01,2018,
2278,SM - Celestial Storm,CES,0,2018-08-03,2018,https://images.pokemontcg.io/sm7/logo.png
2295,Dragon Majesty,DRM,0,2018-09-07,2018,https://images.pokemontcg.io/sm75/logo.png
2328,SM - Lost Thunder,SM8,0,2018-11-02,2018,https://images.pokemontcg.io/sm8/logo.png
2364,McDonald's Promos 2018,M18,1,2018-11-02,2018,
2377,SM - Team Up,SM9,0,2019-02-01,2019,https://images.pokemontcg.io/sm9/logo.png
2409,Detective Pikachu,DEP,0,2019-04-05,2019,https://images.pokemontcg.io/det1/logo.png
2420,SM - Unbroken Bonds,SM10,0,2019-05-03,2019,https://images.pokemontcg.io/sm10/logo.png
2464,SM - Unified Minds,SM11,0,2019-08-02,2019,https://images.pokemontcg.io/sm11/logo.png
2480,Hidden Fates,HIF,0,2019-08-23,2019,https://images.pokemontcg.io/sm115/logo.png
2594,Hidden Fates: Shiny Vault,HIF:SV,0,2019-08-23,2019,
2555,McDonald's Promos 2019,M19,0,2019-10-01,2019,
2534,SM - Cosmic Eclipse,SM12,0,2019-11-01,2019,https://images.pokemontcg.io/sm12/logo.png
2545,SWSH: Sword & Shield Promo Cards,SWSD,0,2019-11-15,2019,
2585,SWSH01: Sword & Shield Base Set,SWSH01,0,2020-02-07,2020,
2626,SWSH02: Rebel Clash,SWSH02,0,2020-05-01,2020,https://images.pokemontcg.io/swsh2/logo.png
2686,Battle Academy,BTA,1,2020-07-31,2020,
2675,SWSH03: Darkness Ablaze,SWSH03,0,2020-08-14,2020,https://images.pokemontcg.io/swsh3/logo.png
2685,Champion's Path,CHP,0,2020-09-25,2020,https://images.pokemontcg.io/swsh35/logo.png
2701,SWSH04: Vivid Voltage,SWSH04,0,2020-11-13,2020,https://images.pokemontcg.io/swsh4/logo.png
2782,McDonald's 25th Anniversary Promos,M21,1,2021-02-09,2021,
2754,Shining Fates,SHF,0,2021-02-19,2021,https://images.pokemontcg.io/swsh45/logo.png
2781,Shining Fates: Shiny Vault,SHFSV,0,2021-02-19,2021,
2765,SWSH05: Battle Styles,SWSH05,0,2021-03-19,2021,https://images.pokemontcg.io/swsh5/logo.png
2807,SWSH06: Chilling Reign,SWSH06,0,2021-06-18,2021,https://images.pokemontcg.io/swsh6/logo.png
2848,SWSH07: Evolving Skies,SWSH07,0,2021-08-27,2021,https://images.pokemontcg.io/swsh7/logo.png
2867,Celebrations,CLB,0,2021-10-08,2021,https://images.pokemontcg.io/cel25/logo.png
2931,Celebrations: Classic Collection,CCC,0,2021-10-08,2021,
2906,SWSH08: Fusion Strike,SWSH08,0,2021-11-12,2021,https://images.pokemontcg.io/swsh8/logo.png
2948,SWSH09: Brilliant Stars,SWSH09,0,2022-02-25,2022,https://images.pokemontcg.io/swsh9/logo.png
3020,SWSH09: Brilliant Stars Trainer Gallery,SWSH09:TG,0,2022-02-25,2022,https://images.pokemontcg.io/swsh9tg/logo.png
3051,Battle Academy 2022,BA22,0,2022-04-01,2022,
3040,SWSH10: Astral Radiance,SWSH10,0,2022-05-27,2022,https://images.pokemontcg.io/swsh10/logo.png
3068,SWSH10: Astral Radiance Trainer Gallery,SWSH10:TG,0,2022-05-27,2022,https://images.pokemontcg.io/swsh10tg/logo.png
3064,Pokemon GO,PGO,0,2022-07-01,2022,
3150,McDonald's Promos 2022,M22,0,2022-08-03,2022,
3179,Trick or Trade BOOster Bundle,TTBB,0,2022-09-01,2022,
3118,SWSH11: Lost Origin,SWSH11,0,2022-09-09,2022,https://images.pokemontcg.io/swsh11/logo.png
3172,SWSH11: Lost Origin Trainer Gallery,SWSH11: TG,0,2022-09-09,2022,https://images.pokemontcg.io/swsh11tg/logo.png
3170,SWSH12: Silver Tempest,SWSH12,0,2022-11-11,2022,https://images.pokemontcg.io/swsh12/logo.png
17674,SWSH12: Silver Tempest Trainer Gallery,SWSH12: TG,0,2022-11-11,2022,https://images.pokemontcg.io/swsh12tg/logo.png
22880,Prize Pack Series Cards,,0,2022-11-30,2022,
17688,SWSH: Crown Zenith,CRZ,0,2023-01-20,2023,https://images.pokemontcg.io/swsh12pt5/logo.png
17689,SWSH: Crown Zenith: Galarian Gallery,CRZ:GG,0,2023-01-20,2023,
22872,SV: Scarlet & Violet Promo Cards,SVP,0,2023-03-31,2023,
22873,SV01: Scarlet & Violet Base Set,SVI,0,2023-03-31,2023,
24382,SVE: Scarlet & Violet Energies,SVE,0,2023-03-31,2023,https://images.pokemontcg.io/sve/logo.png
23120,SV02: Paldea Evolved,PAL,0,2023-06-09,2023,https://images.pokemontcg.io/sv2/logo.png
23228,SV03: Obsidian Flames,OBF,0,2023-08-11,2023,https://images.pokemontcg.io/sv3/logo.png
23266,Trick or Trade BOOster Bundle 2023,TTBB23,0,2023-09-01,2023,
23306,McDonald's Promos 2023,M23,0,2023-09-12,2023,
23237,SV: Scarlet & Violet 151,MEW,0,2023-09-22,2023,
23330,My First Battle,,0,2023-09-29,2023,
23286,SV04: Paradox Rift,PAR,0,2023-11-03,2023,https://images.pokemontcg.io/sv4/logo.png
23323,Trading Card Game Classic,CL,0,2023-11-17,2023,
23353,SV: Paldean Fates,PAF,0,2024-01-26,2024,https://images.pokemontcg.io/sv4pt5/logo.png
23381,SV05: Temporal Forces,TEF,0,2024-03-22,2024,https://images.pokemontcg.io/sv5/logo.png
23473,SV06: Twilight Masquerade,TWM,0,2024-05-24,2024,https://images.pokemontcg.io/sv6/logo.png
23520,Battle Academy 2024,BA24,0,2024-06-21,2024,
23529,SV: Shrouded Fable,SFA,0,2024-08-02,2024,https://images.pokemontcg.io/sv6pt5/logo.png
23561,Trick or Trade BOOster Bundle 2024,TTBB24,0,2024-08-30,2024,
23537,SV07: Stellar Crown,SCR,0,2024-09-13,2024,https://images.pokemontcg.io/sv7/logo.png
23651,SV08: Surging Sparks,SSP,0,2024-11-08,2024,https://images.pokemontcg.io/sv8/logo.png
23821,SV: Prismatic Evolutions,PRE,0,2025-01-17,2025,https://images.pokemontcg.io/sv8pt5/logo.png
24163,McDonald's Promos 2024,M24,0,2025-01-21,2025,
24073,SV09: Journey Together,JTG,0,2025-03-28,2025,https://images.pokemontcg.io/sv9/logo.png
24269,SV10: Destined Rivals,DRI,0,2025-05-30,2025,https://images.pokemontcg.io/sv10/logo.png
24325,SV: Black Bolt,BLK,0,2025-07-18,2025,https://images.pokemontcg.io/zsv10pt5/logo.png
24326,SV: White Flare,WHT,0,2025-07-18,2025,https://images.pokemontcg.io/rsv10pt5/logo.png
24451,ME: Mega Evolution Promo,MEP,0,2025-09-26,2025,
24380,ME01: Mega Evolution,MEG,0,2025-09-26,2025,https://images.pokemontcg.io/me1/logo.png
24461,MEE: Mega Evolution Energies,MEE,0,2025-09-26,2025,
24448,ME02: Phantasmal Flames,PFL,0,2025-11-14,2025,https://images.pokemontcg.io/me2/logo.png
24529,Player Placement Trainer Promos,,0,2026-01-02,2026,
24541,ME: Ascended Heroes,ASC,0,2026-01-30,2026,https://images.scrydex.com/pokemon/me2pt5-logo/logo
24587,ME03: Perfect Order,POR,0,2026-03-27,2026,https://images.scrydex.com/pokemon/me3-logo/logo
24584,First Partner Collection 2026,,0,2026-03-30,2026,
24655,ME04: Chaos Rising,CRI,0,2026-05-22,2026,https://images.scrydex.com/pokemon/me4-logo/logo
24688,ME05: Pitch Black,PBL,0,2026-07-17,2026,https://images.scrydex.com/pokemon/me5-logo/logo
1543,EX Trainer Kit 1: Latias & Latios,PR,0,2026-08-13,2026,
1542,EX Trainer Kit 2: Plusle & Minun,PR,0,2026-08-13,2026,
1423,Nintendo Promos,PR,0,2026-08-13,2026,
1422,POP Series 1,POP,0,2026-08-13,2026,https://images.pokemontcg.io/pop1/logo.png
1447,POP Series 2,POP,0,2026-08-13,2026,https://images.pokemontcg.io/pop2/logo.png
1442,POP Series 3,POP,0,2026-08-13,2026,https://images.pokemontcg.io/pop3/logo.png
1452,POP Series 4,POP,0,2026-08-13,2026,https://images.pokemontcg.io/pop4/logo.png
1439,POP Series 5,POP,0,2026-08-13,2026,https://images.pokemontcg.io/pop5/logo.png
1432,POP Series 6,POP,0,2026-08-13,2026,https://images.pokemontcg.io/pop6/logo.png
1414,POP Series 7,POP,0,2026-08-13,2026,https://images.pokemontcg.io/pop7/logo.png
1450,POP Series 8,POP,0,2026-08-13,2026,https://images.pokemontcg.io/pop8/logo.png
1446,POP Series 9,POP,0,2026-08-13,2026,https://images.pokemontcg.io/pop9/logo.png
1938,Alternate Art Promos,PR,1,2026-08-13,2026,
2289,Blister Exclusives,BLE,1,2026-08-13,2026,
2175,Burger King Promos,BKP,1,2026-08-13,2026,
2776,First Partner Pack,FPP,1,2026-08-13,2026,
2374,Miscellaneous Cards & Products,MCAP,1,2026-08-13,2026,
2205,Pikachu World Collection Promos,PWCP,1,2026-08-13,2026,
2332,Professor Program Promos,PPP,1,2026-08-13,2026,
24722,ME: 30th Celebration,30C,0,2026-09-16,2026,
